Instance,Income
112114,82352.4537287675
112115,-3909.99869239888
112116,63151.3260249354
112117,94865.7604843559
112118,4970.95037134994
112119,50431.1231750113
112120,440299.314809177
112121,118193.531757026
112122,902081.420882561
112123,362028.747499141
112124,45083.4163433121
112125,116886.747602206
112126,134375.278636553
112127,-4497.02444870939
112128,22005.7893551447
112129,125417.719304437
112130,103506.670395296
112131,16585.1354250321
112132,71362.7700555152
112133,217076.883104574
112134,12039.8906297404
112135,7547.9680097816
112136,66493.2511591973
112137,23122.4359820265
112138,44158.133912218
112139,47235.3861561663
112140,26757.4759836642
112141,34734.9455544201
112142,77621.1843338272
112143,266937.805136362
112144,37315.5550482241
112145,19285.1899836991
112146,47338.4039251773
112147,282373.960823716
112148,40621.7831941512
112149,177456.434250055
112150,-3401.43650639943
112151,264000.704846187
112152,52628.9209152699
112153,59602.5831649585
112154,29673.7400056908
112155,91685.1853582012
112156,69104.3707716445
112157,103839.544053803
112158,48018.3251419634
112159,363026.937721058
112160,38386.1805228506
112161,163795.195830025
112162,132104.472541288
112163,-1319.37590250332
112164,16968.8587422908
112165,124568.195894717
112166,62560.2739931241
112167,5812.01025255398
112168,53864.8672361091
112169,246712.254186615
112170,215347.664033811
112171,33759.7895921106
112172,17851.0374474647
112173,102003.492700902
112174,36810.7997565238
112175,23333.2728712922
112176,23671.4422567795
112177,99883.7575855197
112178,4507.42421965454
112179,27325.4303820418
112180,32185.6723987974
112181,-10916.2384095043
112182,206086.792241973
112183,100078.077652992
112184,11770.1603585557
112185,290110.367309525
112186,-6787.14199924684
112187,111395.966888617
112188,423632.467232773
112189,33882.6926384315
112190,14635.8878504759
112191,86382.4686915236
112192,349805.076530048
112193,12265.7810356462
112194,186812.301608204
112195,37093.598177495
112196,11527.6615604662
112197,478572.059607264
112198,31860.7274134021
112199,15835.0564793525
112200,63696.4945272144
112201,246701.564718865
112202,114740.955747909
112203,39128.6090549597
112204,20676.0326414381
112205,-8435.32518924101
112206,88355.0970604364
112207,333558.092656229
112208,77545.7253601978
112209,380331.547234751
112210,52108.8047384815
112211,214083.657301429
112212,69342.920514571
112213,-2281.98436336516
112214,185354.942238898
112215,39635.7303043194
112216,116505.59534435
112217,43370.4134983899
112218,49655.0455900163
112219,316114.269177348
112220,23697.3874021525
112221,12559.3908998378
112222,29870.8578530587
112223,44438.4074424285
112224,164807.317355179
112225,10126.1409421294
112226,42982.8416978804
112227,56462.1786963223
112228,104537.861123415
112229,40689.5505182049
112230,214017.067396561
112231,12807.4774064875
112232,87443.2454060226
112233,12927.4737341912
112234,26960.19778321
112235,765.173828049521
112236,91942.8403460567
112237,312266.094430614
112238,27166.0095683512
112239,23938.7913047158
112240,7731.84364636247
112241,11497.3272694169
112242,32728.2782926451
112243,43597.5884873664
112244,141308.853696914
112245,171799.187206687
112246,7487.4252163142
112247,408106.394995031
112248,90270.0429755632
112249,7493.76351132834
112250,45411.0966824855
112251,52354.8699115217
112252,56260.7433296114
112253,13565.6603247578
112254,205003.970995316
112255,30374.5197790049
112256,33406.3253764331
112257,17456.173008208
112258,556873.746276076
112259,137230.24449218
112260,112904.58385074
112261,488207.72332272
112262,56995.8804468227
112263,327395.609662873
112264,43385.8829331261
112265,3664.89220336317
112266,24569.4347751748
112267,49145.7994204614
112268,26503.5525983074
112269,323107.164503022
112270,22234.5346337598
112271,79664.3736650158
112272,47848.8653387042
112273,99353.0503081393
112274,15757.2449952751
112275,214693.416459909
112276,366092.076184804
112277,50044.0348274083
112278,18205.1003349309
112279,13856.2698694058
112280,147578.434402565
112281,76968.9893729168
112282,269661.693244453
112283,108833.286030191
112284,64878.944283371
112285,30504.2637403187
112286,27447.6660864236
112287,40940.6372192797
112288,78846.1212016395
112289,234810.11568671
112290,150573.541042556
112291,19383.9699169618
112292,661656.185736347
112293,42532.5673013393
112294,457445.184002811
112295,30456.6666466553
112296,208120.43339484
112297,41240.649877289
112298,43050.0963889583
112299,182194.243607913
112300,5428.0895325145
112301,20850.3994013491
112302,3880.9372715417
112303,44911.3044659209
112304,141655.112857754
112305,21293.5336328521
112306,59392.3507185544
112307,34003.194182446
112308,136452.694287958
112309,179236.236249451
112310,33439.9637441246
112311,83264.8280734611
112312,25130.9827310958
112313,107887.077633438
112314,55776.378919115
112315,176075.364625184
112316,23267.7383908833
112317,6214.12326125068
112318,22059.8733533011
112319,16948.756940546
112320,755386.340316968
112321,59798.0454890216
112322,21317.7450207422
112323,87964.4813992384
112324,336929.389480944
112325,213883.083962283
112326,200762.191941011
112327,243958.278822227
112328,117317.084426318
112329,80286.0563784899
112330,297658.079278059
112331,300414.529740791
112332,198952.037937465
112333,224428.762117871
112334,175359.873734772
112335,67886.8504092722
112336,27454.1109002527
112337,232370.426663045
112338,217275.473704792
112339,311572.896919953
112340,45983.0969528803
112341,818701.104996113
112342,16971.0683898443
112343,42798.4309757885
112344,27500.7020062555
112345,18615.1794632641
112346,51304.1568285652
112347,-20129.9631939619
112348,22642.9675909506
112349,14640.3890762704
112350,85226.4622677601
112351,25291.162584202
112352,24408.3914283402
112353,-24487.5570189824
112354,136098.974849635
112355,62608.8705774128
112356,73369.8111434243
112357,65501.7497909575
112358,72713.0727965487
112359,57829.5604759639
112360,27119.7593514927
112361,106082.969342901
112362,36264.848635146
112363,41603.2049274422
112364,25595.1298178435
112365,-19588.2325524206
112366,3714.25423861848
112367,40912.4099788558
112368,62624.1358145324
112369,189536.770415605
112370,13767.8739906416
112371,234632.71706812
112372,151584.139054887
112373,44460.1378221154
112374,-13923.1739529038
112375,905.910357026578
112376,100324.122416857
112377,118091.458219573
112378,28508.0566744112
112379,96364.0422391955
112380,54754.0061289592
112381,43876.2971706025
112382,69820.0538768029
112383,15908.4177367184
112384,226760.120797093
112385,-10082.6729760161
112386,160713.834705158
112387,62465.2293955859
112388,40566.7426041702
112389,38800.0853785394
112390,6275.64049180901
112391,-16901.6282233446
112392,104743.792479838
112393,75192.2573963804
112394,61762.850516521
112395,21147.3821692858
112396,123253.266522457
112397,41445.8258806423
112398,471741.813679609
112399,52935.0909195671
112400,96499.342097636
112401,126660.590624722
112402,597886.812152252
112403,253909.372834017
112404,104235.347146588
112405,49905.2852021648
112406,13389.2219930244
112407,613.482871120238
112408,9003.399771844
112409,56188.7547850666
112410,17105.1198356816
112411,118092.659395518
112412,203585.872024173
112413,9986.46203626584
112414,85897.0851530643
112415,152357.142487471
112416,76582.8691010348
112417,106246.548577397
112418,51133.3727357042
112419,138569.81282028
112420,31758.0555601518
112421,234514.998098932
112422,164776.197138641
112423,36656.0907348156
112424,-13304.6625151561
112425,31375.8166838745
112426,86435.9911216267
112427,210986.778048342
112428,252135.624543604
112429,-917.738286489204
112430,23904.1696521272
112431,143317.464789182
112432,24812.272902896
112433,63571.7268218843
112434,2373.48287083251
112435,110483.724725093
112436,16296.7715112138
112437,54955.4629526474
112438,105747.008985484
112439,40241.725041992
112440,191702.577473995
112441,55555.6003706626
112442,562364.224551752
112443,20439.5745034371
112444,228937.303030549
112445,60780.1903150514
112446,527719.206954199
112447,443458.534536476
112448,68892.6523150789
112449,73536.3577944958
112450,55862.516087245
112451,110716.430925491
112452,22248.0627927836
112453,11780.8791719831
112454,84368.2894257414
112455,668633.853638755
112456,76459.3096315563
112457,142589.793150004
112458,109726.648456787
112459,57727.752342368
112460,33004.0643011917
112461,342136.371393429
112462,50486.4860435074
112463,34195.3660700769
112464,58924.5491384477
112465,114966.942476553
112466,176555.406291511
112467,26998.2418944949
112468,30101.3050775397
112469,57199.5146959611
112470,140523.212849336
112471,47685.8273176233
112472,222728.876472079
112473,71245.2924573153
112474,-13445.4460463987
112475,94681.7803313758
112476,85415.572078823
112477,28367.8030856084
112478,45673.235845754
112479,-154.596828936043
112480,53153.2060093996
112481,159539.069814892
112482,36623.8731617083
112483,256809.99202802
112484,43535.1641755962
112485,59588.5915622502
112486,12396.0588014268
112487,58695.7301917545
112488,362524.10310638
112489,30098.8882631314
112490,297786.51039193
112491,70236.7260716729
112492,52372.089954793
112493,317362.004078767
112494,7561.77796701543
112495,51551.3666303822
112496,17133.2210256627
112497,183122.239042907
112498,-7142.43810165818
112499,47858.0849843283
112500,3914.44210346773
112501,50399.3087683312
112502,73027.8225927242
112503,62259.5574431049
112504,60052.3099470341
112505,13850.9061054964
112506,316049.240232445
112507,76044.6853728215
112508,79722.2555445059
112509,2120.48766234749
112510,31557.6531678734
112511,95522.045509991
112512,-22995.7969804204
112513,63461.0881124529
112514,51142.4681811538
112515,60293.8874147762
112516,100538.907250235
112517,-779.089762208052
112518,85455.4064655124
112519,6007.77027987738
112520,17751.3023297952
112521,122156.915373468
112522,39143.4829535125
112523,18341.8949563205
112524,61621.9351323212
112525,-3402.11061546086
112526,35713.1237782867
112527,36871.8089801695
112528,27162.7981938843
112529,-6515.34889314512
112530,107622.2710116
112531,91545.2685817417
112532,170225.295742292
112533,129485.30732443
112534,575565.283854124
112535,36609.3785500595
112536,84782.807493235
112537,35092.9629952095
112538,-5023.67916589218
112539,241680.406614793
112540,24283.1070799187
112541,66343.8631626941
112542,184713.710852085
112543,54908.5732270272
112544,216446.199401893
112545,33503.0107443968
112546,18345.545527848
112547,162704.349859295
112548,347000.596844466
112549,83076.487103333
112550,131309.917718555
112551,-3073.00626336957
112552,135315.71135429
112553,45052.5824940771
112554,60561.8653163795
112555,14557.8651679026
112556,105697.803934226
112557,48447.8656778093
112558,89788.6820570131
112559,23158.9075892435
112560,25821.5009530029
112561,151825.442884574
112562,26164.0186253104
112563,145341.500749637
112564,412322.197587433
112565,127377.294060847
112566,25125.7184931017
112567,23812.8494795033
112568,31060.3062851894
112569,125144.866538352
112570,40133.4567998111
112571,126430.681361495
112572,160742.177465398
112573,7576.23051537593
112574,119391.28528772
112575,101619.597214988
112576,65198.0493367102
112577,253880.401066731
112578,361996.565987421
112579,81955.3862936443
112580,108657.937595731
112581,37665.9585711838
112582,9130.68944248389
112583,2325.02683777586
112584,247795.862193977
112585,31662.1321671337
112586,14234.4257335785
112587,139326.828707694
112588,40091.730417278
112589,223864.964576873
112590,-8033.39249674467
112591,141921.012954735
112592,29422.8575562994
112593,16155.7337085409
112594,15264.7268644927
112595,37082.3825552942
112596,66405.4020875753
112597,38071.5918814731
112598,41549.0229269045
112599,-9486.65358604877
112600,12652.6370407633
112601,176920.894151378
112602,9476.13494090779
112603,96513.6043838455
112604,157327.355061646
112605,3668.66072568969
112606,47536.0904616732
112607,33662.261932369
112608,53130.2661893531
112609,208152.667903037
112610,57373.4240637935
112611,187961.983156665
112612,168716.583404642
112613,75670.8958209275
112614,145257.558059537
112615,64992.7560707603
112616,76412.5418937598
112617,43758.7106797812
112618,298220.937774078
112619,11065.855554867
112620,21095.9221958161
112621,39856.4101038306
112622,75467.0663050868
112623,86209.485850624
112624,20146.40898877
112625,28064.7173723769
112626,150205.314326071
112627,11164.1870193394
112628,34491.943997728
112629,40667.6824023115
112630,35816.3260333884
112631,62952.0869053736
112632,164865.216513048
112633,172010.360234317
112634,35085.3316472602
112635,51413.3131874849
112636,70732.761022814
112637,253395.978891081
112638,31773.6719533485
112639,22742.9725779421
112640,34569.5059562585
112641,22079.7241652415
112642,376922.248322525
112643,139566.348006746
112644,118554.922098287
112645,53501.0840730806
112646,-4162.69505532554
112647,37357.5386989173
112648,56359.1256586065
112649,35834.8554745297
112650,6128.15508279847
112651,31030.079995771
112652,5537.51388246151
112653,15559.6462520443
112654,45294.834414901
112655,23006.2805140925
112656,11780.3982046356
112657,335775.1133145
112658,451036.474874523
112659,86720.2387667418
112660,28983.0496136093
112661,132595.697184012
112662,98237.0397223464
112663,111902.242573365
112664,287839.595166847
112665,360469.23306402
112666,97195.8093561468
112667,20305.5036128367
112668,57029.1330723223
112669,81984.169176866
112670,-10223.2336335137
112671,192600.579531818
112672,94512.5292166486
112673,91072.0259595469
112674,20635.3308099142
112675,24742.0004508278
112676,10690.5148537862
112677,17786.9330967831
112678,1674.97058111562
112679,123817.254005897
112680,114611.826487221
112681,22575.2808939114
112682,124056.144449467
112683,-20391.5228640945
112684,225911.730018333
112685,43039.9452240771
112686,22305.9788080124
112687,26399.3592816904
112688,22272.1811005447
112689,111026.173217613
112690,23833.9318864199
112691,37242.5614604283
112692,25767.0113223307
112693,131531.73086158
112694,25491.2534837111
112695,110971.292580305
112696,175456.937736377
112697,104163.658910399
112698,76982.2032694491
112699,504714.083543098
112700,279406.870958053
112701,373608.449420553
112702,137078.042876591
112703,31614.0879845724
112704,127690.341207158
112705,124784.788132249
112706,63589.9290993552
112707,39371.5497124186
112708,135626.556898282
112709,161270.466020307
112710,77716.8057554373
112711,114249.418658066
112712,-18538.2856880674
112713,47354.9933462432
112714,121408.268360929
112715,236582.745995493
112716,33054.7209385369
112717,12662.6223868692
112718,139836.729884397
112719,29677.266402903
112720,25289.168192798
112721,33163.3290774971
112722,43060.9803431735
112723,23674.6013417228
112724,42459.4451592289
112725,54939.1653998857
112726,-16832.540006654
112727,34258.0924142979
112728,111687.161033632
112729,41541.0136356523
112730,42052.9281125205
112731,43801.0440119802
112732,-7442.45201117412
112733,57166.5195043289
112734,291797.954082094
112735,-22447.7434961343
112736,50687.7942731466
112737,33105.3896242704
112738,692784.361575164
112739,14964.1279909545
112740,57145.5408128042
112741,-9319.64238645941
112742,-7503.24934304298
112743,26892.3899567888
112744,90819.0715849194
112745,235717.635836386
112746,40098.1643218942
112747,59629.0234962875
112748,350644.620418477
112749,54030.108321466
112750,-6751.06040630683
112751,278238.461182436
112752,51405.5140999491
112753,20559.2826676322
112754,69767.5608167436
112755,31362.8332810097
112756,53316.9783881605
112757,81183.526062621
112758,9932.25927892407
112759,-3530.57846034472
112760,1707.41208324447
112761,70537.5797588313
112762,322549.458310716
112763,9825.56269284675
112764,120368.716753242
112765,13117.7366119251
112766,52492.3928924694
112767,308280.427006966
112768,-2653.35811745636
112769,86096.082664712
112770,30917.1725535871
112771,80866.6953934527
112772,-13352.9235534352
112773,84561.4796451348
112774,8521.80660875081
112775,63454.9893698449
112776,23151.6865735217
112777,21473.0406869567
112778,580592.104930995
112779,190105.424923071
112780,144384.14672477
112781,74867.009286359
112782,31961.309634537
112783,42101.4264926977
112784,26633.6287783234
112785,18639.9312225485
112786,84133.8409635021
112787,17173.2842741908
112788,67510.4763476821
112789,60198.529853148
112790,143842.887916444
112791,193372.345314462
112792,-3429.64047574516
112793,72905.4648541574
112794,568280.453208041
112795,24877.4412767663
112796,42913.9767582466
112797,40929.473071142
112798,80912.9427351161
112799,81297.007294201
112800,34536.0028666801
112801,-10218.6681256409
112802,128319.395050272
112803,307878.848396011
112804,20698.3976957219
112805,27293.2236303282
112806,16704.6367844983
112807,-4240.47607000779
112808,345141.757688596
112809,18636.1237266293
112810,219128.593285203
112811,137210.133561352
112812,103860.04451243
112813,241977.562011905
112814,41386.8187029092
112815,24769.1864886557
112816,51750.1559513317
112817,68344.5721425849
112818,358330.348436727
112819,172889.195243137
112820,262378.661939027
112821,1396.47297069561
112822,26081.6630889283
112823,33525.3002818672
112824,19500.034647535
112825,7620.04144061432
112826,70132.5160112685
112827,23277.5116481712
112828,46724.7639807372
112829,1919.83588549144
112830,66815.3991771559
112831,79976.3817911078
112832,143208.608005831
112833,92175.0845332328
112834,15437.3629122716
112835,149279.907032902
112836,32837.6436242434
112837,109861.397182848
112838,310634.879782889
112839,57214.4249811866
112840,146578.471251261
112841,83167.7524648854
112842,176521.120403504
112843,29738.7262312145
112844,-6510.3955395914
112845,58242.6141035171
112846,338894.385186297
112847,53629.0238185676
112848,143164.546852243
112849,111633.413441567
112850,131412.041872743
112851,324021.332378647
112852,19512.028684389
112853,220741.876961964
112854,40919.3511572806
112855,171880.199319538
112856,49916.5019043541
112857,35607.2824474202
112858,33217.9973749459
112859,126261.87160856
112860,28903.9733819224
112861,180363.056823576
112862,2660.11054271971
112863,75081.2436911664
112864,200866.565276171
112865,-7376.65270997771
112866,231521.050659562
112867,1006.5672016669
112868,32820.8072382259
112869,91281.7902104409
112870,53657.2078212711
112871,159148.379928586
112872,25799.0452115589
112873,144508.723101729
112874,72305.2631610277
112875,84215.4668402862
112876,204634.866004183
112877,23238.3583343803
112878,245011.206202734
112879,441367.956940561
112880,52766.2311290235
112881,52537.0110170862
112882,409809.035805795
112883,18213.7504882423
112884,-1947.6304439965
112885,46744.7073016644
112886,107814.654817245
112887,17219.9782422453
112888,104925.407917407
112889,77167.0893659008
112890,188377.695891837
112891,241827.819407538
112892,62125.2840343937
112893,23652.3451383874
112894,232949.592753328
112895,7991.62839608539
112896,-4437.49971973968
112897,36096.7938876553
112898,124022.99394977
112899,15160.9498455868
112900,50868.1100559172
112901,78673.9496603679
112902,16691.6175128706
112903,160540.98224005
112904,115156.60934625
112905,56422.9509783802
112906,47785.5163101234
112907,-11479.7059522997
112908,10616.5116695155
112909,388377.169002269
112910,111922.291289203
112911,56547.9126968203
112912,-6968.1601009591
112913,84560.5509276554
112914,-2478.90232185267
112915,276794.410247628
112916,232353.875272868
112917,72415.249414862
112918,65696.4609161544
112919,42715.8650420592
112920,40133.6204538845
112921,56411.8091178683
112922,139991.251134748
112923,94912.8328683902
112924,60368.0307249041
112925,165764.657275715
112926,6882.5818190717
112927,-21500.760433859
112928,28141.9390020427
112929,72923.0420258142
112930,467235.338134193
112931,48902.5062076923
112932,215303.566190374
112933,-19327.328005491
112934,26120.9855035641
112935,411636.885506023
112936,149114.879737368
112937,327128.437502481
112938,55493.9838943771
112939,2866.88663189151
112940,50502.830726319
112941,371622.547809068
112942,15289.7206828457
112943,257449.168384535
112944,40459.611925578
112945,76360.9662845913
112946,37005.0941780243
112947,13079.2629109861
112948,47012.105678646
112949,46855.9091039584
112950,143745.498981999
112951,40593.0334492486
112952,7691.3979529325
112953,21507.1534352968
112954,56304.9914966446
112955,2215.50298157517
112956,31977.8179030059
112957,1305.39855732078
112958,409558.048779129
112959,132119.393386197
112960,50011.4816049834
112961,226693.460138105
112962,58751.6420268605
112963,122174.822509821
112964,1013.59091170421
112965,44108.2339525179
112966,631236.491651065
112967,21448.941706701
112968,-534.214401164156
112969,34457.4849592025
112970,6281.44404202953
112971,53754.518291248
112972,179164.850528419
112973,141501.311907038
112974,41408.616963088
112975,24275.5159744127
112976,21102.7525375751
112977,-1133.82397382325
112978,69474.8502472911
112979,360647.67547909
112980,524005.645968638
112981,-5629.3250394609
112982,25019.0762077387
112983,264002.899783522
112984,4419.12835733352
112985,24779.8974002431
112986,22546.5095302813
112987,8909.53216042027
112988,26018.5669655451
112989,54447.5395250818
112990,80291.0819845032
112991,19873.6403361856
112992,-9743.06824514512
112993,120538.516323201
112994,-4416.46189672408
112995,164986.058774626
112996,17606.1620050684
112997,391178.071688943
112998,38757.5706585197
112999,69309.3976466954
113000,16361.599286772
113001,47090.6887053201
113002,13775.4189869444
113003,56272.7362617807
113004,113251.621225058
113005,-5837.98330722676
113006,34095.7363214597
113007,14847.3442720992
113008,1007.50284071454
113009,25338.0046140691
113010,25752.5278348444
113011,7963.66372418173
113012,16734.673075991
113013,45776.7164408145
113014,78496.6923398087
113015,168651.618593918
113016,328093.457514778
113017,76791.3929209678
113018,42724.0328646365
113019,130561.945396849
113020,32906.41736895
113021,29837.563114042
113022,34704.1741256702
113023,209017.507209842
113024,50650.4458062519
113025,2311.21494300636
113026,-6348.14461409456
113027,34304.9523187937
113028,17840.1500910277
113029,146247.603767479
113030,171049.678375013
113031,60667.9942585374
113032,-3242.90409952521
113033,79498.230413382
113034,33972.7453909785
113035,23813.9301776572
113036,152424.158336261
113037,102956.020830561
113038,58925.588097517
113039,81678.9190500343
113040,39153.7552609214
113041,10024.4502083584
113042,221375.99036375
113043,34179.5128432486
113044,683636.976102024
113045,1340309.12835537
113046,40524.1512727409
113047,12551.6106811415
113048,33415.9347374803
113049,195437.156227971
113050,87481.9164355963
113051,237853.898714666
113052,-6388.37588178109
113053,59643.3597497308
113054,46562.4964739299
113055,28421.9717957699
113056,76004.1494542896
113057,19836.8448821049
113058,14063.9223578391
113059,82914.011009873
113060,64865.3528514373
113061,39045.034931897
113062,66774.4386875303
113063,183708.535743088
113064,109857.889945023
113065,32479.1859808416
113066,46795.6673591558
113067,62070.1730283749
113068,110793.89702698
113069,1483.16848884386
113070,81162.8080824381
113071,123059.688709938
113072,39562.6906142907
113073,402529.516714533
113074,148805.113782479
113075,28976.7862136543
113076,76846.2502507464
113077,23347.4743107414
113078,35435.9553460205
113079,42994.6513750197
113080,58742.2998079072
113081,73101.6452199023
113082,45103.2866841204
113083,54765.197441817
113084,81953.7252253968
113085,24946.4117381747
113086,209601.246822833
113087,833917.964471068
113088,18197.1994507686
113089,398037.753507893
113090,48314.5283874896
113091,39596.0987375619
113092,67286.3694959169
113093,49615.733003815
113094,130218.963547205
113095,208482.746376653
113096,35129.7132980272
113097,45491.9768545316
113098,200154.7810303
113099,18595.5571060292
113100,36759.3090113583
113101,307948.718420917
113102,339448.636866243
113103,66121.3908573977
113104,2338.53543038072
113105,3634.02537581821
113106,85822.8566186024
113107,117861.663053465
113108,121614.769204245
113109,5583.46062177207
113110,68918.0934600898
113111,125369.778633449
113112,65749.7774288493
113113,99733.8458660305
113114,62845.9353048128
113115,124452.122527872
113116,65347.1995944207
113117,159058.977215148
113118,-6047.68924724938
113119,129178.56001016
113120,138497.431168064
113121,43850.5665987137
113122,134042.896619139
113123,438264.116242283
113124,325972.325023312
113125,145071.883777587
113126,99757.3865982518
113127,65297.874569161
113128,13041.3903148709
113129,209284.051586725
113130,219399.166109334
113131,53785.2059509416
113132,115705.833069328
113133,94845.9874356287
113134,604668.429768277
113135,100786.853502062
113136,53169.0528195691
113137,8191.31912075694
113138,75355.7095833724
113139,97998.0078326986
113140,129743.984762575
113141,66550.0932010418
113142,2090.92863644989
113143,62233.2452521301
113144,204955.767125616
113145,86595.6475030521
113146,84913.3285756309
113147,10729.485965407
113148,163416.77239943
113149,33067.9515384771
113150,18215.9192475973
113151,31832.1346241757
113152,23468.3127155977
113153,143003.28637731
113154,124223.751170205
113155,48346.502755098
113156,973157.163004125
113157,159796.893534274
113158,25711.9867646646
113159,230551.097333246
113160,12516.2803689131
113161,193771.05222471
113162,51354.5527384837
113163,19925.9741202444
113164,36422.4229444473
113165,202962.897352099
113166,10824.8224424452
113167,99031.0148095451
113168,32272.9937886861
113169,49856.7742819955
113170,155368.843528964
113171,33726.7124155449
113172,123162.20815543
113173,7211.91631691241
113174,93843.5900337528
113175,46105.3835235462
113176,60248.3718569672
113177,81312.9929722956
113178,31084.5975467578
113179,-9502.42367950381
113180,13918.6598630314
113181,46176.1274746573
113182,11450.7183713967
113183,29578.4659349216
113184,27073.1180454131
113185,65044.4807887795
113186,132534.453887201
113187,131350.57895057
113188,-11719.8361885113
113189,129846.610956348
113190,12525.2406603953
113191,8413.42776390262
113192,20041.5163582754
113193,86308.5357894555
113194,65139.048052563
113195,168037.274412547
113196,30012.8051109867
113197,704332.551774108
113198,78562.5667705156
113199,41506.6592091762
113200,20872.5904422239
113201,47708.708634559
113202,1055.59823125074
113203,26296.3531901224
113204,70503.3088502012
113205,570832.769934248
113206,69972.3850736519
113207,9583.07796809497
113208,189528.842725702
113209,108221.301685106
113210,94447.4381961407
113211,213301.568053111
113212,94520.1118468807
113213,51697.3583281359
113214,17911.040261051
113215,70615.7636634316
113216,93371.9052942781
113217,110.325551305652
113218,21627.4704563616
113219,-6696.70369623671
113220,205162.050447995
113221,20940.61318779
113222,-13370.5104324121
113223,129204.139227975
113224,23366.0995354229
113225,49299.0366271282
113226,57709.4115018947
113227,55089.2280256988
113228,27058.6117374402
113229,-11574.8203673298
113230,23221.6560360981
113231,32509.9340211852
113232,310232.024555978
113233,50069.5646297315
113234,32851.7291170409
113235,203021.849335801
113236,30757.8977782284
113237,260564.305471996
113238,63689.2153457466
113239,13226.5399604195
113240,80485.0008122171
113241,135315.051681219
113242,119094.327102479
113243,51909.2981667388
113244,45830.8468620972
113245,73205.2884227926
113246,59042.950977782
113247,222351.053937681
113248,81792.6668946065
113249,74471.359760632
113250,236661.294014419
113251,68488.4091494972
113252,38098.2041879097
113253,-23957.5534363756
113254,49623.7054346783
113255,200122.189215734
113256,13005.4382401187
113257,188684.720870278
113258,91390.7929996027
113259,9470.89214629342
113260,55850.3575006658
113261,192076.352685365
113262,66609.0221225251
113263,509870.054260945
113264,-4155.74567411815
113265,48417.7090937632
113266,175494.205350728
113267,86157.400327447
113268,198848.832457784
113269,10614.3437643926
113270,25586.6222297299
113271,241807.473592126
113272,19058.520181329
113273,38085.1594122613
113274,211499.29859824
113275,9838.06564798633
113276,-13265.7518116356
113277,-564.042210318735
113278,309127.966564288
113279,81293.7381556739
113280,78593.3038246378
113281,126572.193075217
113282,52535.2072259337
113283,48983.5448190647
113284,293402.318124054
113285,28759.6876319872
113286,20658.1657011583
113287,175100.967016747
113288,74301.8283273603
113289,59986.5069169074
113290,17120.0253364295
113291,31242.1605230248
113292,453733.477286278
113293,-9578.52380414038
113294,22657.7320866663
113295,297895.343214545
113296,25372.3426909746
113297,34073.2756242912
113298,37687.9600215811
113299,26700.1719849903
113300,64186.65254597
113301,9069.32240658174
113302,301684.171885841
113303,84058.4577575822
113304,158918.652759624
